
2016-06-22,0,0,34,False,Recommended,Dead By Daylight is a great horror game.I bought the deluxe edition the artwork ost and masks for payday were worth the price in my opinion So Now to the real game.So this game was a wonderful horror game.They were great at making us fear the killer.The sudden shocks and the heartbeats makes the game more realistic.Although there are a few stuff that you can use to make the game easier the killer also could use it as well.This game has a fair balance between killers and survivors which is good although the killer is faster and has more senses than survivors killers make noises which makes it obvious for survivors.On the other hand Survivors only make noises if they fail at repairing a generator.The Camera is quite nice with the third and first person thing.Pros Great GameplayMatching Soundtrack Fair Balance of ClassesGood artworkAwesome EnvironmentsGets the 'spooky feel' to the gameCons a few bugsMultiplayer survivors quit easily even in game.No full storyline we only know a bit of each character and none of each killers.Result 9/10The game itself is very interesting yet the bugs and how survivors can quit easily in multiplayer is quite annoying.The story itself isnt too clear yet the great and Terrifying gameplay would make the game worth the price.(voted this for better than expected),Dead by Daylight
2017-08-20,0,0,333,False,Not Recommended,had many hours played only for this piece of crap dev poor game to crash and RESET EVERYTHING ive accomplished... to never get back....never got help from both this platform AND the devs of the game for my refund OR my data back......,Dead by Daylight
2018-06-09,0,0,153,False,Recommended,This game is actually the most amazing thing,Dead by Daylight
2017-09-22,0,0,24,False,Not Recommended,"I honestly never do reviews and could care less to do them but this game has really struck a cord. I bought this game while it was on sale a week ago and as soon as I played it I ""screamed"" with horror and joy. There was finally a horror game I could play with friends and have fun with. However once I started playing more I noticed some killers seemed a tier above others and completely overpowered. So I looked at the list of killers and soon realized that those characters were the ones you had to buy. I initially shrugged it off and thought maybe it was just coincidence that those were the ones always beating my friends and me. But the more we played the more I saw the trend of us losing to these ""pay to win"" killers. You would run into someone who has over 400 hrs in game but were low rank with these killers and being new players to this game we would get creamed.Now I know it isn't all fair with the normal killers so I think things should change there but my gosh the skill difference between these paid killers and normal survivors (especially for new players) can just ruin the entire game! I mean it gets pretty annoying when you have Michael Meyers slashing you from 4 ft away and follow you through every obstacle and gaining on you to be killed. Then have the killer at the end of the game calling you ""an alternative name for a cat"" and to do better (even though he has 500 hrs in game and ranked the lowest you can be).Honestly I would rather watch Zombeavers than play a potentially great horror game.",Dead by Daylight
2016-11-07,0,0,424,False,Recommended,"Pros Great gameplay Sound has a massive role in this game which turns it much better Intense moments as a survivor Monthly updates and DLCs This game can be played in lot of ways the game makes you choose between the objective and being out of risk and risking your life in order to help your teammates and get more score and in game money. Developers listen to the community as they implemented the ""Survive with friends"" mechanicCons Could be repetitive for some people in that case you would feel the game costs much more then it should. You may experience some glitches The servers are buggy and it might cause a big amount of waiting time and joining people who are out of your skill levelIf they haven't fixed the servers yet 9/10If they did fix it 10/10",Dead by Daylight
2017-07-25,0,0,809,False,Recommended,At the moment in my opinion atleast I believe this game is in better shape than F13 TG. It's less enraging more fun et cetera. Others can have their own opinion but I just like it more at this time.,Dead by Daylight
2017-10-22,0,0,104,False,Recommended,very fun game I dont know why people diss it soo much for my first couple of hours the game was hard and confusing but once you get the hang of it youre golden stealthing around the killer when they are just feet away from you or nearly missing a skill check that could give you away. This game is better played coop with friends I would'nt reccomend solo,Dead by Daylight
2017-09-14,0,0,7,False,Recommended,Anyone that are into horror games definitely needs to buy ths game!,Dead by Daylight
2017-10-05,0,0,1684,False,Recommended,Love this game. I play it every day.,Dead by Daylight
2017-05-29,0,0,1188,False,Recommended,This game is an amazing concept. I like it I really do. Do you like Unleashing your sadistic tendencies upon avatars of other people?Playing Predator and Prey and playing phsycologically?Getting Jumpscared almost every day?Juking stuff?Sneaking around?Basements?Getting within an inch of your life?And finally sacrificing people to an old world cult god hell bent on living through sacrifices?Then this game is for you!It's true this game has flaws. Most of them technical but still playable. I really recommend this game if you want to have a good time. However get some friends to play it with. Some of the community are.... volatile. F13 is a good comparison. Just think deeper lore more killers and perhaps more mechanics. /b SEE YOU IN THE TRIAL MY FRIEND.,Dead by Daylight
2018-03-04,0,0,1,False,Recommended,spoopy,Dead by Daylight
2016-08-30,0,0,78,False,Recommended,Great Game,Dead by Daylight
2017-10-14,0,0,112,False,Recommended,Awesome game Full of running healing and repairing generators ofcourseI really enjoy playing this game,Dead by Daylight
2017-06-27,2,1,1,False,Recommended,Too Spooky 4 Me,Dead by Daylight
2016-08-24,0,0,1,False,Not Recommended,you can't queue as 2 or 3 man only with full premade still not fixed for more than 2 months now,Dead by Daylight
2016-11-26,0,0,324,False,Recommended,So Dead By Daylight is an awesome game killers are balanced and survivors not so much but hey its still fun. Its a good buy if you enjey these kinds of games 9/10 would buy again.,Dead by Daylight
2016-11-27,0,0,3,False,Recommended,Product received for free. Really liked when the bad guy just hunted me like gotta stick yo in my things AHAHAHA,Dead by Daylight
2016-11-25,0,0,231,False,Recommended,This game is like anal sex it is meant to be fun but first time hurts as but once you know how to do it you can even enjoy.,Dead by Daylight
2017-03-12,0,0,6,False,Recommended,nice game but need some players to play with im all alone (,Dead by Daylight
2016-07-02,0,0,162,False,Recommended,Perfect game 7/10,Dead by Daylight
2016-09-10,0,0,842,False,Recommended,Fun game lots of glitches and causes anger but still fun.,Dead by Daylight
2017-06-23,0,0,774,False,Recommended,It is a great game to play with friends but it isn't without flaws. It can be aggravating at times but it is overall a fun and terrifying experience.,Dead by Daylight
2017-09-14,1,1,25,False,Recommended,0/10 gabagge game.yes im being ironic.,Dead by Daylight
2017-09-15,0,0,12,False,Recommended,so far so good,Dead by Daylight
2017-01-31,0,0,3,False,Recommended,Nice Game,Dead by Daylight
2017-01-31,0,0,346,False,Recommended,very good,Dead by Daylight
2016-06-15,0,0,23,False,Not Recommended,Самая унылая игра! (да в пошаговые стратегии играть интереснее) 100000000000000000000000000000/10,Dead by Daylight
2017-09-15,0,0,0,False,Recommended,Product received for free. Fun game. Only advice (not to devs just to new players) do not camp people on hooks if you are killer. When you do lets just say thats when everyone gets mad at you.,Dead by Daylight
2016-06-24,0,0,59,False,Recommended,I LOVE THIS GAME (OLD)but the whole problem is that u cant play Ranked matches + with random people with your friends u have to play privatematch and thats suck all what i do is that adding some random people then i play private match with my friends but what the Devs said Worst issue right now.Caused by peoplel trying to play with friends.We're working on Survive With Friends mod right now which will allow you to play Ranked matches with your friends against a random Killer. It's coming. We want to say when but there's no strict date right now. We're not being vague just for the sake of it it's just a huge change to the matchmaking a complicated issue which requires a lot of testing.hopes they do this patch quickly(NEW)&gt &gt &gt &gt THEY DID IT&lt &lt &lt &lt BUY IT IF YOU HAVE FRIENDS TO PLAY WITH at least 1 friend,Dead by Daylight
2016-11-30,0,0,226,False,Recommended,nice game...doesn't get boring after time...it needs a ton of farming tho it's not that spooky yet the delepovers try their best but you may see some bugs left untouched for daysbut overall it's a good game,Dead by Daylight
2017-04-24,0,0,402,False,Recommended,very nice game but they should reduce the time you are waiting with a friend to find a match,Dead by Daylight
2016-11-28,0,0,275,False,Recommended,this game is fun if ur with a good friends however it mostly dies out at around 50hours playtime. i know people who've been playing it religiously but personally i find the game to slowly get boring as u get used to the atmosphere and you arent as scared as before. also there are quite a few balance issues matchmaking issues boosters ruining fun for others.id recommend it for a few days weeks of fun but better not buy unless theres a sale too many issues to make it worth at full price.,Dead by Daylight
2016-09-05,0,0,161,False,Recommended,Good game,Dead by Daylight
2016-09-05,1,1,614,False,Not Recommended,....trash,Dead by Daylight
2016-09-05,0,0,142,False,Not Recommended,I have played this game a ton. The concept is fun enough but there are some big outstanding issues. Trying to find a match is a nightmare. We've waited more than 20 minutes before giving up. If this was an early access title most of the problems could be forgiven. But it isn't. Friday the 13th The Game and Last Year is just a few months away and look a bit more promising.While I have definitely got my money's worth but until some of the big bugs are fixed I would recommend buying this on sale.,Dead by Daylight
2016-09-06,0,0,163,False,Not Recommended,THİS GAME İS GOOD BUT MOSTLY CRUSH GAME Survivals is die ? Ok exit the game is realy big bug,Dead by Daylight
2016-09-02,0,0,43,False,Recommended,Jason Voorhees and Freddy Krueger would be proud.,Dead by Daylight
2016-09-02,0,0,76,False,Not Recommended,The game is fun when it works many other reviews nail that part. However the key phrase is when it works. My game lets me join maybe 1 in 15 attempts.... Yes my system and internet connection are very stable. Go figure... Careful what you spend your money on! Update Totally impossible to play online in this game it crashes every time I join a match. Good thing there's an offline singleplayer mode!.... oh,Dead by Daylight
2016-09-02,0,0,79,False,Not Recommended,Terrible matchmaking system with long queue times,Dead by Daylight
2016-08-31,0,0,2,False,Recommended,Murdering friends is much more enjoyable when you're playing a psychotic serial killer! 3,Dead by Daylight
2016-09-02,0,0,22,False,Recommended,"I do agree on below issues."" So why do some people enjoy what happens to our bodies during horror games? We don t really know. "" There are some theories it might make us feel powerful to survive something so threatening it might be an outlet for aggression in a basically peaceful society or we may just like being scared in a safe space where we know we ll get out alive.Well made horror game. I can recommed you to buy this if your looking for bloodcurdling experience on a moonlit night.",Dead by Daylight
2016-09-01,0,0,97,False,Not Recommended,Decent game horrible servers 0/10 would not buy.,Dead by Daylight
2018-03-03,0,0,422,False,Not Recommended,Please distribute lobbies according to regions as they are in other games because I can not find survivors when I'm a killer.,Dead by Daylight
2017-06-22,1,2,27,False,Not Recommended,Waiting simulator...,Dead by Daylight
2016-09-13,1,1,16,False,Recommended,its really fun to play with friend,Dead by Daylight
2016-09-24,2,1,40,False,Recommended,Ran from a demonic mad man got caught in a bear trap and hung from a meat hook then I played Played Dead by Daylight to relax and it was great! 10/10,Dead by Daylight
2016-09-24,0,0,787,False,Not Recommended,A great game concept with a lot of unfortunate issues. Still plenty of fun to play when you get to play.If they ever fix matchmaking I would definitely recommend (latest patch indicated issues were resolved that were not. At least a step in the correct direction).11/13 Update I am still going to leave this as a negative review. Matchmaking is still ed however you can now play a game (it's just not going to be matched very well). The developers focus too much on introducing new content and doing cash grabs rather than fixing the game which is a very unfortunate thing. Still fun to play just a very much broken game that they show no intentions of fixing.,Dead by Daylight
2016-08-11,0,0,671,False,Recommended,This game is really fun but playing with friends is horrible you need to press ready for like a 1000 times before you join a lobby and half of the time the killer leaves and you need to find a new lobby. but overall I do recommend this game After about 4 5 months the crappy match making has been fixed. but there are still a few problems with the game but the devs say they are working on it.,Dead by Daylight
2016-12-21,0,0,2,False,Recommended,BEST GAME EVER D,Dead by Daylight
2017-01-29,0,0,237,False,Recommended,The game is pretty wierd!My friends told me it was great when they played the first time.But after 3 hours they said this Game is Very Boring!!!!You just Fix Machines and GTFO.I Think The reason is The Suvivors Has Been Too Suck!Now You can not Make Fun to The killer and laugh at him.You just Hide!!!But I just Like It I still Hope the Suvivors Rising,Dead by Daylight
2016-12-10,0,0,494,False,Recommended,This game is actually really great. There are problems with it that need to be worked on and looked at but for the most part these things are necessary for new games. It's enjoyable and you'll lose yourself attempting to get better.,Dead by Daylight
2016-06-29,0,0,19,False,Recommended,Really fun accually well made from how earily it came out I'm glad i brought this its awesome,Dead by Daylight
2018-05-12,0,0,98,False,Recommended,its not gay,Dead by Daylight
2016-12-16,0,0,3,False,Recommended,It's free this weekend! Wanted this game for a few weeks now but it seemed to be norrow gameplay and was afarid to buy it. Was hoping for a free weekend to try it out. Played a few games died right away and survied both. A lot of fun so far. Looks like I'm buying it. I do recommend this game however clearly this game will not be for everyone.Thanks for the free demo that was all I needed.,Dead by Daylight
2018-05-02,0,0,406,False,Recommended,game heavily leans to survivor and killers are done for in SWF groups but i enjoy it even though people on here harrrass you if you patrol 3 gens or play a certain killer,Dead by Daylight
2016-11-27,0,0,631,False,Recommended,Dead by Daylight has always been my favourite game to play there's always constant updates on the game to improve the game. For example the revamp of the blood web to have have lesser nodes and the choice within 2 perks instead of one. Really helpful update! The idea for survivors to have infinite health when being hooked the first time to encourage killer not to camp you is also a really good idea. I love Dead by Daylight hahaha,Dead by Daylight
2016-08-25,1,3,588,False,Not Recommended,This game was fun until the Devs decided to nerf survivors over and over along with buffing a Killer that was already overpowered. Unless you can play with friends then this game is definitely not for you. What was a fun game has turned into a broken bug riddled and biased game that will eventually die good riddance. If I could get my money back I would and I never complain about games or write reviews.,Dead by Daylight
2017-10-29,0,0,386,False,Recommended,Its a really fun game with a great Concept. It Has its flaws But the gameplay is definetly worth it.,Dead by Daylight
2017-09-13,0,0,0,False,Not Recommended,i enjoyed the game but while playing there where sevral gliches and i could barley play,Dead by Daylight
2017-09-13,0,0,398,False,Recommended,you'll experience a fair few disconnects but other than that the game is one hell of a ride. fun addicting and ocasionally terrifying if you allow yourself to be imursed.,Dead by Daylight
2017-11-11,1,1,470,False,Not Recommended,"Had a ton of fun with this game for awhile until they released Freddy. Freddy isnt only game shatteringly broken he completely drains all the fun out of the game absolutely refuse to play any survivor until they actually do something about Freddy. Instead of pretending the slight tweaks they did as a ""nerf"". After weeks they still refuse to fix him. Would NOT recommend in it's current state.",Dead by Daylight
2018-04-09,0,0,245,False,Not Recommended,If you get good at the game look forward to a banned.,Dead by Daylight
2018-07-25,1,1,130,False,Recommended,The game is fun the community what's ruining this game. Killers want to nerf Survivors to death and Survivors want to nerf Killers to death. In my opinion just remove all the perks and item add ons and maybe some offerings too. I really hope that the devs are not just buffing only killers/survivors and nerfing the other to death. The minor bugs in my opinion are funny so it's not that big of a problem but that doesn't mean that it shouldn't be fixed. The game is fun overall and I really like to play the game I play for fun. Other people take the game too serious that's why they are just toxic as hell. Devs keep up the good work and don't listen to the community just play the game yourselves and balance the game by your choice.,Dead by Daylight
2016-08-23,0,0,961,False,Recommended,Really a nice game. Original dark atmosphere fear and tension.Killer and Survivor can increase his powers just some matcihng problems (playing against characters with level more higher than you... really it's not easy) but you can see the current level of players in the lobby and you can leave for change it.Be a Killer is funny like to be the Survivor.,Dead by Daylight
2016-12-23,0,0,104,False,Recommended,Product received for free. I played 11 hours of this game over the two days it was available for a free weekend. I love it. It's my favourite game and I dont even have it now but I definitely plan on getting it ASAP.The killers all have a unique killing tactic that the player can customise slightly and use in whatever way they want and though the survivors all start off with only different physical looks to each other with the exact same skills you can get a lot of different perks of different availability and ease of use leading up to their unique perks.I'm in love with the art style and gameplay as a whole though I do struggle against The Hag but oh well. It's an awesome game and I really do recommend getting it.Edit Having now bought the game it remains as my favourite. I've levelled up a lot and the game never ceases to get better in my opinion. I really think it's worth it. Anyways enjoy!,Dead by Daylight
2018-07-26,0,0,780,False,Recommended,Survivor mains angry about new update. Recent reviews are very biased at the moment. The game is fun.,Dead by Daylight
2016-08-22,0,0,92,False,Recommended,Good Memes,Dead by Daylight
2016-08-22,0,0,264,False,Recommended,the best game ive ever played i cant wait for last breath,Dead by Daylight
2016-08-22,0,0,41,False,Recommended,You wanna kill some time and your friends?Dead by Daylight is the answer.Fun game nothing too complicated. Be the hunter or the prey.Set a trap or let talk the chainsaw.Leave the other victims behind or try to act like a hero (at your own risk).I reccomend this game to whoever likes stealth/horror/survior games.Now excuse me but i have to kill a couple of guys that got trapped in one of my bear traps.And later if i'll have some time i'm gonna play dead by daylight.,Dead by Daylight
2017-02-22,0,0,131,False,Not Recommended,Why when i enter in the game it says Failed to lauch the game? (i have a good pc),Dead by Daylight
2016-12-16,0,0,21,False,Recommended,niceeeeeeeeeeeeeeeee,Dead by Daylight
2016-09-28,0,0,245,False,Not Recommended,Loved the game at first one that I was really excited about but with newer updates it seems to just break the game. Literally wait 20 minutes just to play a game and then to be kicked out because there is a cheater detected or wait 20 minutes just for the game to crash. As I am writing this I am waiting 20 minutes just to get into a game please stop with the updates. As of right now I wouldnt recommend this game to anyone until the main issue of actually getting to play the game is fixed.,Dead by Daylight
2018-08-02,0,0,112,False,Not Recommended,Dodgey and crap security is terrible loads of campers i report but dont get banned. That includes swearing farming and other abuses load of those idiotic people do. My word to anyone who wants to buy this garbage it is a waste of money. The devs should lower the price and highten the security because i have loads of people abusing me so i report them but dont get banned. The flippin vids aren't even game footage. (,Dead by Daylight
2016-07-24,0,0,75,False,Not Recommended,"I've played the game for a while now and I've had fun with the game so far but now we come to where the game stops working. When you reach a certain point in the game where most player knows the ""best places"" to run to when they see the killer this is where the game have completely broken. It is intended that the survivors must hide or work together to outwit the killer not just use ""infinite juke spots"" where it is quite impossible as killer to stop or catch the survivors.This makes the killer to suddenly completely miserable it is a bad section of ""Tom and Jarry"" a stupid hunter being ridiculed by a small mouse and it's not the one compares measurements with a dangerous killer.It makes me sad because it's a great game right up to this point and I would like to see it done otherwise I do not think it can develop more and probably ends when the other games in the same genre is released.",Dead by Daylight
2016-07-24,0,0,0,False,Not Recommended,Can't even find a game IGN 10/10There's no actually way of queueing for a game you have to press ready every time after pressing it for like 30 minutes straight never managed to get into a game awful developer choice,Dead by Daylight
2016-07-30,0,0,248,False,Not Recommended,This game may be fun in concept but it is the most bug filled game I've ever seen. The way you get most out of it is just to screw around with your friends to have fun. Every other game you WILL find a bug that prevents you from doing something. YOU WILL find a killer that has likely over 300 latency that rubber bands your character all over the map. Devs WILL refuse to cater to the public opinion and refuse to balanced or patch things. It is so blatantly obvious that the devs wanted to cash in on some quick bucks with an unfinished game. It's fun if you have a group of 4 friends to play this game with. But if you're a solo player trying match making? I would never recommend this even with a gun pointing at me.,Dead by Daylight
2016-07-30,0,0,156,False,Not Recommended,ranking system needs to be fixed pls rank 20 vs a rank 1 killer like really ???????????????????????????????????????????????????????????????????,Dead by Daylight
2016-07-26,0,0,0,False,Not Recommended,"No ai poor tutorials very little chance to start playing without everyone off.I can't recommend this game because I don't feel as though I'll ever have the chance to start playing without ruining it for everyone else. It feels like I'm trying to enter a club and I don't meet the proper requirements when I start. This would be less of a bother if I had ai bots to fail in front of a proper tutorial or at the very least a method of organizing players by their ranks so I'd fail as much as everyone else. This game has none of the above. (IF it does have a method of organizing players by rank then it seems awfully strange how everyone is already at their top ranks and nobody seems to be new to this at all considering how I was just dropped in the middle of expirienced players. Twice.) As a killer you can't just kill a survivor. You'll have to attack the survivor then drag his/her body to a meat hook HOPING that another survivor didn't break it all within a certain period of time. I've been told that you CAN kill a downed survivor if you can find a ""memento"" which I find to be completely rediculous. If you're a killer aren't you supposed to.....well kill people!?As a survivor fixing a generator requires a quicktime action. Because the developers will not have mentioned this ANYWHERE you will most likely fail the first time you touch a generator and either get slaughered because of it or hurt your team's chances at survival because of it.This isn't tf2 pd2 csgo etc. where you can fail in front of ai bots or recieve proper tutorials. This is a polished yet unfinished game that you have to pay for in more than one way. It MIGHT improve over time but as of now I wouldn't recommend you play it at all unless if you know 2 3 other people who also play it.If you want a good slasher game where you play as the killer I'd recommend ""Party Hard"". It's storyline is decent most of your attacks are stealthy and strategic and the best part You aren't expected to know what you're doing before you're supposed to know what you're doing.",Dead by Daylight
2016-07-06,1,2,6,False,Recommended,Fun game very sastisfying to slaughter your friends!,Dead by Daylight
2016-07-06,1,2,182,False,Recommended,Product received for free. The direction of the game is very well. I would definitely recommend it to people who love games with endless hours of playability and a new difficulty in every match. While there are lots of cons to this game such as no party system and hook camping the game is in early access. Pro tip If the killer is a hook camper continue to work on generators. As the hooked survivor is hanging and being camped you will have plenty of time to repair generators.Why should I buy this game? Dead by Daylight has unlimited playablility. While the objective is the same it never feels repetitive to me. Just like CSGO or any other game. If you want to sink your heart and soul into a game Dead by Daylight may be the game for you. What's to come? The developers are working on a party system as of this review and plan to add more maps items survivors and killers. The game in its current state is well priced and really worth it. Why should I believe you? Maybe you shouldn't. But give the game a go it's definitely worth your while. Most negative reviews are about the bugs but I find the bugs to not be that game ruining at all. Playtime as of review 47 hours,Dead by Daylight
2016-07-27,0,0,41,False,Not Recommended,The fact that the killer can leave mid game and cause you to loose a survivor rank is just idiotic and should have been fixed before they even released the ranking system in the first place... not happy with this game.,Dead by Daylight
2016-07-27,0,0,3,False,Not Recommended,This is maybe 20% of a game. Not worth the money at all with all the bugs and problems. I have 3.5 hrs on record and probably only 40 minutes spent actually getting to play the game.,Dead by Daylight
2016-07-28,1,2,26,False,Not Recommended,"I payed 20$ for this game and it worked for a while. But after the recent update (which I couldn't even install till I uninstalled the game 2 times) I can't even join a lobby without my game crashing or being sent back to the ""join lobby"" button. It worked before but now I can't even play.",Dead by Daylight
2016-07-27,0,0,1208,False,Recommended,"Alright. First check how many hours I've had in this game. That alone should be saying something. (I was job hunting and had plenty of time alas those days are over)I could write a 10 page review on this marvelous masterpiece but I will keep it short and sweet This is why you NEED to buy Dead by Daylight.Best 18 20 bucks I've spent in AWHILE. As a lifelong gamer I really can say this is a top 10 favorite.The pros ++ The music and sound effects alone make the experience literally get your heart beating faster. Hell I think it even boosts your metabolism because of how on edge you can become.+ The game looks pretty cool. I like the style of landcape etc. The maps they have now 3 main areas with smaller sub areas are incredible as they are now but there are still updates and new maps in the future. I've played easily over 100 matches and in 3 maps I can say with confidence that it has NOT gotten old. I'm really impressed as being someone who plays everything from Dark Souls to Elder Scrolls to Fallout.+ If you are like me and loved hide and seek and tag when you were a kid and also now you'll love this because basically this is a ""grown up"" version of that game.+ The team aspect is excellent. Banding together makes repairing healing and basically ensuring your survival a lot easier and it doesn't feel poorly done or forced. I usually like working alone but this game really makes the working with others aspect appealing.+ The items/loadout works very well. Plenty of offerings to put forward and the items available are straight to the point.+ The stealth aspect and hiding behind objects etc. works nearly flawlessly and the feeling you get when the killer runs RIGHT BY you is unparalleled.+ The multiplayer aspect plus the ability to play with friends makes it that much more entertaining.Negatives Several glitches even in the introductory part of the game while you are waiting in the lobby. That one can be overcome but then there's some really frustrating ones in game especially if the killer's internet is because you rubber band all over or it's choppy and there's lag delays. Although I love the 3 maps I would definitely say more maps would definitely not be out of the question.I'd love to answer any Qs you may have as I almost literally know this game inside out!",Dead by Daylight
2017-11-13,0,0,27,False,Recommended,better than pengabdi setan 10/10,Dead by Daylight
2017-11-18,0,0,33,False,Recommended,Really enjoyable game to play. Plenty of killers and plenty of perks to unlock for different characters. DLC characters and killers are also really fun to play as and against.,Dead by Daylight
2017-11-06,0,0,1016,False,Recommended,I do recommend this game but a little heads up. Its a huge grind fest. You will get trolled by killers and survivors And if you think getting a better rank will stop you from being tunneled and facecamped your wrong. lvls 15 to 10 is the more trolly killers they are on that brink where they still think rank matters and are super try hard. But all in all there is just too much fun in this game,Dead by Daylight
2017-11-18,0,0,220,False,Not Recommended,I love this game but the pay to win and unbalanced gameplay kills it.,Dead by Daylight
2017-11-22,0,0,591,False,Recommended,Reccomending this game is very difficult. This game is loaded with gamebreaking bugs and glitches that can make it a frustrating experience. However if I was not frustrated I wouldn't care and this game is one of the best experiences I can have in steam. This game is not beginner friendly in the slightest but that just makes it so much more rewarding when you can finally escape the killer. The meta shifts greatly and currently I am not a fan of the whole pallet looping meta we got going on but that's okay. Constant new updates keep the game fresh as well as fix many issues with the game. Personally I liked daily rituals better when there was a big deal and you could get over 100 thousand bloodpoints but I guess it's okay. Overall this game is highly competitive and for good reason. The rank system could still use some work,Dead by Daylight
2017-11-18,0,0,246,False,Recommended,gr8 game 10/10 would recommend if you like brain dead pallet looping and running infinites,Dead by Daylight
2017-11-23,0,0,667,False,Recommended,i thing we did a pretty good job so far,Dead by Daylight
2017-11-20,0,0,42,False,Recommended,This game is a lot of fun and simple to play. They did a really great job not overcomplicating the mechanics and objectives of the game. Some perks seem a little bit over powered and can get frustrating to play against but with proper tuning it could all be worked out. Solid 9/10 highly reccomend.,Dead by Daylight
2017-11-23,0,0,188,False,Recommended,You'll regret every second you play but you'll keep coming back.,Dead by Daylight
2017-06-26,0,0,1002,False,Recommended,great game to playeasy to play and good fun when you want to waste a few hours,Dead by Daylight
2016-12-18,0,0,64,False,Not Recommended,This is the opposite of fun.,Dead by Daylight
2017-02-03,0,0,356,False,Recommended,good game but the need to fix when somebody leaves because i lost me rank beceause leavers,Dead by Daylight
2018-02-26,0,0,2,False,Recommended,This is like soooooo fun. OMG It's so much better than f13,Dead by Daylight
2016-12-19,0,0,1169,False,Recommended,i don't know why so many people dislike this game. But i think this game was fun and awesome. i'm so recommended this game for you guys who need a games to play together with your friends.,Dead by Daylight
